Year,Date,Product,Overall Range Min,Overall Range Max,Common Price
2022,2022-12-09,Gasoline (RON91),54.0,72.49,63.47
2022,2022-12-09,Diesel,61.0,73.6,67.7
2022,2022-12-09,Diesel Plus,65.85,77.75,70.95
2022,2022-12-09,Kerosene,74.0,84.15,
2022,2022-12-15,Gasoline (RON97/100),59.4,73.8,73.0
2022,2022-12-15,Gasoline (RON95),55.0,71.19,62.83
2022,2022-12-15,Gasoline (RON91),54.0,70.79,61.77
2022,2022-12-15,Diesel,57.43,69.4,63.68
2022,2022-12-15,Diesel Plus,62.45,74.35,65.0
2022,2022-12-15,Kerosene,69.6,79.75,
2022,2022-12-22,Gasoline (RON97/100),59.5,74.5,73.7
2022,2022-12-22,Gasoline (RON95),55.0,71.19,62.96
2022,2022-12-22,Gasoline (RON91),54.0,70.79,61.62
2022,2022-12-22,Diesel,58.0,71.5,66.26
2022,2022-12-22,Diesel Plus,62.4,75.7,67.25
2022,2022-12-22,Kerosene,71.25,81.4,
2022,2022-12-29,Gasoline (RON97/100),60.15,75.45,74.65
2022,2022-12-29,Gasoline (RON95),55.0,71.5,63.97
2022,2022-12-29,Gasoline (RON91),54.0,70.59,62.57
2022,2022-12-29,Diesel,58.0,71.3,65.86
2022,2022-12-29,Diesel Plus,62.2,75.5,67.05
2022,2022-12-29,Kerosene,71.75,81.9,
2022,2022-02-03,Gasoline (RON97/100),59.9,76.38,71.85
2022,2022-02-03,Gasoline (RON95),55.15,72.2,63.45
2022,2022-02-03,Gasoline (RON91),54.15,70.9,64.77
2022,2022-02-03,Diesel,48.21,59.92,54.04
2022,2022-02-03,Diesel Plus,54.35,63.6,56.18
2022,2022-02-03,Kerosene,57.38,66.59,64.95
2022,2022-02-10,Gasoline (RON97/100),59.85,74.09,72.9
2022,2022-02-10,Gasoline (RON95),55.15,71.76,65.64
2022,2022-02-10,Gasoline (RON91),54.15,70.76,65.63
2022,2022-02-10,Diesel,48.95,59.27,56.87
2022,2022-02-10,Diesel Plus,54.55,62.95,59.2
2022,2022-02-10,Kerosene,58.63,67.84,62.55
2022,2022-02-17,Gasoline (RON97/100),61.05,75.29,67.75
2022,2022-02-17,Gasoline (RON95),55.85,72.65,67.55
2022,2022-02-17,Gasoline (RON91),55.35,70.74,66.94
2022,2022-02-17,Diesel,51.25,60.32,57.92
2022,2022-02-17,Diesel Plus,56.15,64.0,58.42
2022,2022-02-17,Kerosene,58.74,68.49,66.85
2022,2022-02-24,Gasoline (RON97/100),61.85,76.09,74.9
2022,2022-02-24,Gasoline (RON95),56.65,73.45,66.08
2022,2022-02-24,Gasoline (RON91),56.15,71.54,65.28
2022,2022-02-24,Diesel,51.65,60.97,57.19
2022,2022-02-24,Diesel Plus,56.3,64.65,58.6
2022,2022-02-24,Kerosene,59.19,68.94,67.3
2022,2022-01-02,Gasoline (RON97/100),54.2,70.68,
2022,2022-01-02,Gasoline (RON95),50.95,66.45,59.09
2022,2022-01-02,Gasoline (RON91),49.95,65.2,59.28
2022,2022-01-02,Diesel,41.47,51.97,47.27
2022,2022-01-02,Diesel Plus,47.95,55.13,50.05
2022,2022-01-02,Kerosene,49.88,59.39,57.8
2022,2022-01-06,Gasoline (RON97/100),56.05,72.53,
2022,2022-01-06,Gasoline (RON95),52.05,68.3,61.77
2022,2022-01-06,Gasoline (RON91),51.05,67.05,60.92
2022,2022-01-06,Diesel,43.1,54.77,49.67
2022,2022-01-06,Diesel Plus,50.35,57.53,52.45
2022,2022-01-06,Kerosene,52.3,61.24,59.65
2022,2022-01-13,Gasoline (RON97/100),56.8,73.28,68.75
2022,2022-01-13,Gasoline (RON95),52.8,69.05,61.18
2022,2022-01-13,Gasoline (RON91),51.8,67.8,61.67
2022,2022-01-13,Diesel,43.87,55.47,49.56
2022,2022-01-13,Diesel Plus,50.15,58.63,53.55
2022,2022-01-13,Kerosene,52.3,62.14,
2022,2022-01-20,Gasoline (RON97/100),57.7,74.18,69.65
2022,2022-01-20,Gasoline (RON95),53.7,69.95,63.42
2022,2022-01-20,Gasoline (RON91),52.7,68.7,62.57
2022,2022-01-20,Diesel,46.05,57.27,52.57
2022,2022-01-20,Diesel Plus,51.95,60.43,55.35
2022,2022-01-20,Kerosene,54.6,64.44,
2022,2022-01-27,Gasoline (RON97/100),59.15,75.63,71.1
2022,2022-01-27,Gasoline (RON95),54.95,71.45,64.04
2022,2022-01-27,Gasoline (RON91),53.95,70.15,64.02
2022,2022-01-27,Diesel,47.7,59.17,54.54
2022,2022-01-27,Diesel Plus,53.85,62.41,57.25
2022,2022-01-27,Kerosene,56.93,66.14,64.55
2022,2022-07-07,Gasoline (RON97/100),79.9,93.21,87.82
2022,2022-07-07,Gasoline (RON95),77.45,89.61,86.18
2022,2022-07-07,Gasoline (RON91),76.45,88.05,85.47
2022,2022-07-07,Diesel,81.2,89.71,87.74
2022,2022-07-07,Diesel Plus,85.55,94.5,90.12
2022,2022-07-07,Kerosene,86.34,95.74,
2022,2022-07-14,Gasoline (RON97/100),75.25,86.25,82.73
2022,2022-07-14,Gasoline (RON95),72.8,83.21,80.03
2022,2022-07-14,Gasoline (RON91),71.49,82.35,79.77
2022,2022-07-14,Diesel,75.3,83.41,81.71
2022,2022-07-14,Diesel Plus,79.45,88.0,84.52
2022,2022-07-14,Kerosene,80.04,90.65,
2022,2022-07-21,Gasoline (RON97/100),71.95,81.25,77.73
2022,2022-07-21,Gasoline (RON95),67.65,78.21,75.72
2022,2022-07-21,Gasoline (RON91),66.49,81.55,74.77
2022,2022-07-21,Diesel,73.3,81.41,79.76
2022,2022-07-21,Diesel Plus,77.45,86.0,81.35
2022,2022-07-21,Kerosene,79.34,89.95,
2022,2022-07-28,Gasoline (RON97/100),70.1,81.55,75.57
2022,2022-07-28,Gasoline (RON95),67.4,78.05,74.92
2022,2022-07-28,Gasoline (RON91),65.9,76.95,74.37
2022,2022-07-28,Diesel,71.6,79.56,77.57
2022,2022-07-28,Diesel Plus,75.6,83.66,79.5
2022,2022-07-28,Kerosene,78.04,88.65,
2022,2022-06-02,Gasoline (RON97/100),75.45,87.44,86.35
2022,2022-06-02,Gasoline (RON95),73.0,83.71,79.33
2022,2022-06-02,Gasoline (RON91),71.7,82.96,78.27
2022,2022-06-02,Diesel,68.75,78.85,75.2
2022,2022-06-02,Diesel Plus,73.15,81.9,78.1
2022,2022-06-02,Kerosene,77.64,85.37,85.25
2022,2022-06-09,Gasoline (RON97/100),78.15,90.14,89.05
2022,2022-06-09,Gasoline (RON95),75.7,86.41,83.86
2022,2022-06-09,Gasoline (RON91),74.4,85.66,80.72
2022,2022-06-09,Diesel,74.25,84.21,81.77
2022,2022-06-09,Diesel Plus,81.75,88.5,83.45
2022,2022-06-09,Kerosene,83.09,91.45,90.7
2022,2022-06-14,Gasoline (RON97/100),79.75,92.29,91.2
2022,2022-06-14,Gasoline (RON95),76.15,88.56,86.01
2022,2022-06-14,Gasoline (RON91),75.15,87.81,82.87
2022,2022-06-14,Diesel,77.4,88.51,85.92
2022,2022-06-14,Diesel Plus,85.7,92.75,89.28
2022,2022-06-14,Kerosene,87.94,97.34,95.55
2022,2022-06-30,Gasoline (RON97/100),79.9,93.21,87.82
2022,2022-06-30,Gasoline (RON95),77.45,89.61,86.18
2022,2022-06-30,Gasoline (RON91),76.45,88.05,85.13
2022,2022-06-30,Diesel,83.2,94.3,90.7
2022,2022-06-30,Diesel Plus,89.15,97.5,93.12
2022,2022-06-30,Kerosene,89.74,99.14,97.35
2022,2022-03-03,Gasoline (RON97/100),62.75,76.99,75.8
2022,2022-03-03,Gasoline (RON95),57.55,74.35,65.95
2022,2022-03-03,Gasoline (RON91),57.05,72.35,65.1
2022,2022-03-03,Diesel,52.45,61.75,57.35
2022,2022-03-03,Diesel Plus,57.35,65.45,59.4
2022,2022-03-03,Kerosene,60.48,69.69,67.95
2022,2022-03-10,Gasoline (RON97/100),66.35,80.95,79.4
2022,2022-03-10,Gasoline (RON95),63.25,77.95,69.55
2022,2022-03-10,Gasoline (RON91),61.85,75.95,68.7
2022,2022-03-10,Diesel,55.2,69.25,63.03
2022,2022-03-10,Diesel Plus,63.2,70.6,66.1
2022,2022-03-10,Kerosene,64.04,73.79,
2022,2022-03-17,Gasoline (RON97/100),73.45,87.4,86.5
2022,2022-03-17,Gasoline (RON95),66.9,85.05,76.09
2022,2022-03-17,Gasoline (RON91),66.5,83.05,74.78
2022,2022-03-17,Diesel,66.5,80.75,75.39
2022,2022-03-17,Diesel Plus,77.05,83.75,77.32
2022,2022-03-17,Kerosene,0.0,84.29,82.55
2022,2022-03-24,Gasoline (RON97/100),68.0,81.6,81.05
2022,2022-03-24,Gasoline (RON95),64.9,79.6,70.94
2022,2022-03-24,Gasoline (RON91),64.45,76.55,69.95
2022,2022-03-24,Diesel,60.95,68.3,63.94
2022,2022-03-24,Diesel Plus,65.15,72.3,65.87
2022,2022-03-24,Kerosene,65.34,75.74,73.95
2022,2022-03-31,Gasoline (RON97/100),70.1,85.0,84.45
2022,2022-03-31,Gasoline (RON95),65.75,83.0,74.3
2022,2022-03-31,Gasoline (RON91),64.75,78.95,73.62
2022,2022-03-31,Diesel,62.8,75.9,73.14
2022,2022-03-31,Diesel Plus,73.8,80.95,74.52
2022,2022-03-31,Kerosene,65.34,85.14,83.35
2022,2022-05-05,Gasoline (RON97/100),69.4,83.95,80.75
2022,2022-05-05,Gasoline (RON95),66.95,78.1,73.9
2022,2022-05-05,Gasoline (RON91),66.45,76.9,73.11
2022,2022-05-05,Diesel,69.55,77.65,75.4
2022,2022-05-05,Diesel Plus,75.85,82.25,76.97
2022,2022-05-05,Kerosene,72.73,83.29,81.5
2022,2022-05-12,Gasoline (RON97/100),73.6,87.05,84.95
2022,2022-05-12,Gasoline (RON95),69.55,82.3,77.99
2022,2022-05-12,Gasoline (RON91),68.45,81.1,76.72
2022,2022-05-12,Diesel,71.95,81.85,79.52
2022,2022-05-12,Diesel Plus,75.85,86.1,83.56
2022,2022-05-12,Kerosene,78.74,89.14,87.35
2022,2022-05-20,Gasoline (RON97/100),73.2,86.65,84.55
2022,2022-05-20,Gasoline (RON95),70.75,81.55,78.6
2022,2022-05-20,Gasoline (RON91),69.51,80.7,76.63
2022,2022-05-20,Diesel,70.05,79.75,76.42
2022,2022-05-20,Diesel Plus,77.1,83.0,79.3
2022,2022-05-20,Kerosene,76.64,87.05,85.25
2022,2022-05-26,Gasoline (RON97/100),77.15,89.14,88.5
2022,2022-05-26,Gasoline (RON95),73.4,85.41,82.35
2022,2022-05-26,Gasoline (RON91),72.9,84.56,80.58
2022,2022-05-26,Diesel,67.75,78.25,74.1
2022,2022-05-26,Diesel Plus,74.85,80.7,77.32
2022,2022-05-26,Kerosene,75.65,82.92,82.8
2022,2022-11-03,Gasoline (RON97/100),62.9,76.4,74.18
2022,2022-11-03,Gasoline (RON95),59.65,74.0,68.42
2022,2022-11-03,Gasoline (RON91),58.95,73.49,66.38
2022,2022-11-03,Diesel,69.0,81.61,77.63
2022,2022-11-03,Diesel Plus,75.1,85.2,79.25
2022,2022-11-03,Kerosene,79.4,89.55,
2022,2022-11-10,Gasoline (RON97/100),64.1,77.8,77.0
2022,2022-11-10,Gasoline (RON95),59.65,75.4,68.8
2022,2022-11-10,Gasoline (RON91),58.95,74.89,67.49
2022,2022-11-10,Diesel,69.0,81.1,77.53
2022,2022-11-10,Diesel Plus,74.6,84.7,78.75
2022,2022-11-10,Kerosene,79.05,89.2,
2022,2022-11-17,Gasoline (RON97/100),65.0,78.7,76.47
2022,2022-11-17,Gasoline (RON95),59.0,76.19,68.95
2022,2022-11-17,Gasoline (RON91),58.0,75.79,68.68
2022,2022-11-17,Diesel,68.0,80.8,77.23
2022,2022-11-17,Diesel Plus,74.3,850.31,75.25
2022,2022-11-17,Kerosene,80.4,89.34,
2022,2022-11-26,Gasoline (RON97/100),64.5,78.3,76.08
2022,2022-11-26,Gasoline (RON95),58.0,75.79,68.47
2022,2022-11-26,Gasoline (RON91),57.0,75.39,68.65
2022,2022-11-26,Diesel,67.0,78.65,75.01
2022,2022-11-26,Diesel Plus,72.15,82.25,72.3
2022,2022-11-26,Kerosene,78.3,88.45,
2022,2022-10-06,Gasoline (RON97/100),63.7,75.0,72.55
2022,2022-10-06,Gasoline (RON95),58.0,73.6,68.29
2022,2022-10-06,Gasoline (RON91),57.0,72.19,67.26
2022,2022-10-06,Diesel,63.0,74.39,71.52
2022,2022-10-06,Diesel Plus,69.55,77.35,74.46
2022,2022-10-06,Kerosene,73.7,83.85,
2022,2022-10-13,Gasoline (RON97/100),64.9,76.2,73.97
2022,2022-10-13,Gasoline (RON95),61.0,73.8,69.4
2022,2022-10-13,Gasoline (RON91),60.0,73.39,68.46
2022,2022-10-13,Diesel,69.6,80.85,78.4
2022,2022-10-13,Diesel Plus,76.4,84.2,81.31
2022,2022-10-13,Kerosene,77.2,87.35,
2022,2022-09-01,Gasoline (RON97/100),69.4,79.5,79.5
2022,2022-09-01,Gasoline (RON95),66.1,79.79,74.02
2022,2022-09-01,Gasoline (RON91),65.1,79.39,72.74
2022,2022-09-01,Diesel,71.0,83.74,81.31
2022,2022-09-01,Diesel Plus,80.45,86.55,84.6
2022,2022-09-01,Kerosene,83.65,93.8,
2022,2022-09-06,Gasoline (RON97/100),66.4,77.5,76.9
2022,2022-09-06,Gasoline (RON95),62.0,77.19,71.35
2022,2022-09-06,Gasoline (RON91),61.0,76.79,70.12
2022,2022-09-06,Diesel,70.0,82.04,80.03
2022,2022-09-06,Diesel Plus,78.9,85.0,83.05
2022,2022-09-06,Kerosene,82.05,93.45,
2022,2022-09-15,Gasoline (RON97/100),65.95,77.05,75.3
2022,2022-09-15,Gasoline (RON95),61.0,75.65,70.26
2022,2022-09-15,Gasoline (RON91),60.0,74.29,69.47
2022,2022-09-15,Diesel,68.0,80.1,78.18
2022,2022-09-15,Diesel Plus,77.45,83.2,81.6
2022,2022-09-15,Kerosene,80.35,90.5,
2022,2022-09-23,Gasoline (RON97/100),65.75,77.05,75.3
2022,2022-09-23,Gasoline (RON95),61.0,75.65,70.18
2022,2022-09-23,Gasoline (RON91),60.0,74.29,69.64
2022,2022-09-23,Diesel,64.0,77.9,74.34
2022,2022-09-23,Diesel Plus,71.3,79.84,77.45
2022,2022-09-23,Kerosene,75.9,86.05,
2022,2022-09-29,Gasoline (RON97/100),64.1,75.4,72.95
2022,2022-09-29,Gasoline (RON95),60.0,74.0,68.69
2022,2022-09-29,Gasoline (RON91),59.0,72.59,67.61
2022,2022-09-29,Diesel,63.0,74.84,71.97
2022,2022-09-29,Diesel Plus,70.0,77.8,74.58
2022,2022-09-29,Kerosene,74.55,86.05,
